PolyInx,Kbar3,h11,h12,h13,h22,EdgeList,TriangulationEstimation,PolytopeVerices,CiGenus,CiDegreeKbar
2236,30,17,3,101,510,"[[1, 0], [3, 2], [3, 2], [3, 2], [4, 0], [4, 1], [4, 2], [4, 2], [4, 3], [4, 3], [4, 3], [5, 1], [5, 3], [5, 3], [5, 3], [7, 5], [0, 6], [6, 7], [2, 6], [2, 7]]",8064,"[[-1, -1, -1], [-1, -1, 0], [1, 1, -1], [0, 0, 1], [0, -1, -1], [-1, 0, 2], [-1, 1, -1], [-1, 1, 1]]","[0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 7, 9, 7, 3, 1, 1]"
2245,30,21,5,99,514,"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 3], [5, 3], [6, 1], [0, 5], [0, 6], [4, 6], [2, 5], [0, 2]]",261376,"[[-6, -5, -4], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0], [-2, -1, 0], [-2, -3, -2]]","[0, 2, 2, 1, 0, 0, 0]","[1, 10, 10, 6, 1, 1, 1]"
2263,30,13,1,103,506,"[[1, 0], [1, 0], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 2], [4, 3], [5, 2], [5, 4], [6, 1], [6, 3], [7, 3], [7, 5], [7, 6], [0, 2], [0, 2], [0, 6], [0, 6]]",66,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [0, 1, 0], [0, 0, 1], [-1, 0, 1], [-1, 1, -1], [-1, 1, 0]]","[0, 3, 0, 0, 0, 0, 0, 0]","[4, 12, 3, 3, 3, 1, 3, 1]"
2286,30,11,0,104,504,"[[1, 0], [1, 0], [2, 0], [3, 2], [4, 0], [4, 3], [5, 1], [5, 2], [5, 2], [5, 3], [6, 1], [6, 1], [6, 3], [6, 3], [6, 5], [7, 1], [7, 3], [7, 4], [7, 4], [7, 6], [2, 4], [2, 4]]",4,"[[-1, 0, 0], [-1, 1, 0], [0, -1, -1], [1, 0, 0], [0, -1, 1], [0, 0, -1], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 1, 0, 0, 0, 0]","[2, 4, 4, 6, 4, 3, 4, 3]"
2308,30,11,0,104,504,"[[3, 0], [3, 0], [3, 1], [3, 1], [4, 0], [4, 0], [4, 1], [4, 1], [5, 1], [5, 2], [6, 1], [6, 2], [6, 3], [6, 3], [6, 5], [7, 1], [7, 2], [7, 4], [7, 4], [7, 5], [0, 2], [0, 2]]",18,"[[-1, -1, -1], [1, 0, 0], [-1, 1, 1], [0, -1, 0], [0, 0, -1], [0, 1, 1], [0, 0, 1], [0, 1, 0]]","[0, 1, 0, 0, 0, 0, 0, 0]","[4, 7, 3, 4, 4, 2, 3, 3]"
2338,30,15,1,101,506,"[[1, 0], [2, 1], [2, 1], [4, 0], [4, 1], [5, 1], [5, 1], [5, 1], [5, 2], [6, 2], [6, 3], [6, 5], [7, 1], [7, 2], [7, 3], [3, 0], [0, 5], [0, 5], [4, 7]]",360,"[[-2, -2, -1], [1, 0, 0], [0, 1, 0], [-2, 1, -1], [-1, -1, -1], [0, 0, 1], [-1, 1, 0], [-1, 1, -1]]","[0, 3, 0, 0, 0, 1, 0, 0]","[3, 12, 3, 1, 1, 7, 1, 2]"
2343,30,15,2,102,508,"[[3, 1], [3, 1], [3, 1], [3, 2], [4, 1], [5, 1], [5, 1], [5, 2], [5, 2], [6, 1], [6, 4], [7, 1], [7, 1], [7, 5], [7, 5], [7, 6], [7, 6], [8, 0], [8, 3], [8, 4], [0, 2], [0, 6]]",1404,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [1, -1, 0], [0, 0, -1], [-1, 0, 1], [-1, 1, -1], [-1, 1, 0], [0, -1, -1]]","[0, 2, 0, 0, 0, 0, 0, 0, 0]","[1, 11, 2, 3, 1, 4, 3, 4, 1]"
2348,30,14,1,102,506,"[[1, 0], [2, 0], [3, 2], [3, 2], [3, 2], [4, 1], [5, 2], [5, 3], [5, 3], [6, 2], [6, 2], [6, 3], [6, 4], [7, 3], [7, 4], [7, 6], [5, 7], [1, 2], [0, 5], [0, 5]]",99,"[[-1, -2, -1], [-1, -2, 0], [1, 0, 0], [0, 1, 0], [-1, -1, 1], [-1, 0, -1], [0, 0, 1], [-1, 0, 1]]","[0, 0, 2, 1, 0, 0, 0, 0]","[2, 1, 10, 7, 1, 4, 3, 2]"
2361,30,13,0,102,504,"[[1, 0], [2, 1], [3, 1], [3, 1], [3, 2], [4, 2], [4, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 4], [6, 2], [6, 4], [6, 5], [7, 0], [7, 2], [7, 6], [7, 6], [5, 0], [0, 2]]",16,"[[-1, -2, 0], [-1, -1, -1], [1, 0, 0], [-1, 0, -1], [0, 1, 0], [-1, 1, 0], [0, 0, 1], [0, -1, 1]]","[0, 0, 2, 0, 0, 0, 0, 0]","[2, 2, 10, 3, 5, 3, 3, 2]"
2393,30,13,1,103,506,"[[2, 0], [3, 0], [3, 1], [3, 1], [4, 1], [5, 2], [5, 4], [6, 1], [6, 1], [6, 3], [6, 3], [6, 4], [6, 4], [7, 1], [7, 2], [7, 4], [3, 5], [0, 1], [0, 1], [0, 1]]",72,"[[-1, -2, 0], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 1], [-1, 0, 1], [0, 1, 0], [0, 0, 1]]","[0, 2, 0, 1, 0, 0, 0, 0]","[3, 11, 1, 6, 3, 1, 4, 1]"
2406,30,12,0,103,504,"[[2, 1], [3, 0], [4, 1], [4, 1], [4, 2], [4, 2], [4, 3], [4, 3], [5, 0], [6, 1], [6, 1], [6, 2], [6, 2], [6, 5], [6, 5], [7, 1], [7, 1], [7, 1], [7, 3], [7, 5], [0, 2], [0, 7]]",30,"[[-1, -1, -1], [1, 1, 0], [-1, -1, 1], [-1, 0, -1], [-1, 0, 0], [0, -1, 0], [0, -1, 1], [1, 1, -1]]","[0, 1, 0, 0, 0, 0, 0, 0]","[2, 8, 4, 2, 4, 2, 4, 4]"
2425,30,14,1,102,506,"[[3, 1], [3, 1], [3, 1], [3, 2], [4, 0], [5, 1], [5, 1], [5, 1], [5, 3], [5, 4], [5, 4], [6, 1], [6, 1], [6, 1], [6, 4], [7, 2], [7, 3], [7, 5], [0, 2], [0, 6], [2, 6]]",312,"[[-2, -1, -1], [1, 0, 0], [-2, 1, -1], [0, 1, 0], [-1, -1, 0], [0, 0, 1], [0, -1, -1], [-1, 1, 0]]","[0, 1, 0, 0, 0, 1, 0, 0]","[1, 9, 2, 4, 2, 7, 4, 1]"
2440,30,14,2,103,508,"[[3, 0], [4, 0], [4, 1], [4, 1], [4, 1], [4, 3], [5, 0], [5, 1], [5, 1], [5, 2], [6, 2], [7, 1], [7, 1], [7, 3], [7, 4], [7, 6], [0, 2], [1, 6], [1, 6], [1, 6]]",120,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 0, -1], [0, -1, 0], [-1, 0, 2], [-1, 1, 0]]","[0, 2, 0, 0, 0, 0, 0, 1]","[2, 12, 1, 1, 4, 2, 3, 5]"
2481,30,13,1,103,506,"[[1, 0], [2, 0], [4, 3], [4, 3], [5, 2], [5, 3], [5, 3], [5, 4], [6, 2], [6, 2], [6, 3], [6, 3], [7, 1], [7, 3], [7, 3], [7, 4], [7, 6], [7, 6], [0, 5], [1, 4], [1, 4]]",60,"[[-2, 0, 1], [-2, 1, 0], [-1, -1, 1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0], [0, 0, -1]]","[0, 0, 0, 1, 0, 0, 0, 1]","[1, 2, 2, 8, 4, 3, 4, 6]"
2483,30,13,1,103,506,"[[1, 0], [3, 2], [3, 2], [4, 2], [4, 2], [4, 3], [5, 1], [5, 3], [5, 4], [5, 4], [6, 0], [6, 2], [6, 2], [6, 4], [7, 2], [7, 2], [7, 3], [7, 3], [1, 3], [0, 7], [0, 7]]",90,"[[-2, -2, -1], [-2, -1, 0], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 0, 1], [0, -1, 0], [0, 0, -1]]","[0, 0, 1, 1, 0, 0, 0, 0]","[2, 1, 8, 7, 4, 2, 2, 4]"
2503,30,12,0,103,504,"[[2, 0], [3, 1], [3, 1], [4, 1], [5, 1], [5, 2], [5, 4], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [6, 4], [6, 4], [7, 1], [7, 2], [7, 3], [7, 5], [0, 4], [0, 3], [0, 3]]",9,"[[-2, 1, 0], [1, 0, 0], [-1, 0, 1], [0, 1, 0], [0, -1, 0], [0, -1, 1], [0, 0, -1], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 1, 0]","[3, 7, 1, 4, 4, 3, 6, 2]"
2537,30,13,0,102,504,"[[1, 0], [2, 0], [2, 1], [3, 2], [3, 2], [4, 3], [4, 3], [5, 1], [5, 1], [5, 3], [5, 3], [5, 3], [5, 3], [6, 4], [7, 4], [7, 5], [7, 5], [7, 6], [1, 7], [0, 6], [2, 4]]",132,"[[-2, -1, -1], [-2, 0, -1], [-1, -1, -1], [1, 0, 0], [1, -1, 1], [0, 1, 0], [0, -1, 1], [0, 0, 1]]","[0, 0, 0, 1, 0, 1, 0, 0]","[1, 3, 3, 8, 3, 8, 1, 3]"
2565,30,12,0,103,504,"[[1, 0], [3, 0], [4, 0], [4, 0], [4, 2], [4, 2], [5, 2], [5, 2], [5, 2], [5, 3], [5, 3], [5, 3], [5, 4], [6, 1], [6, 2], [7, 2], [7, 3], [7, 5], [7, 6], [7, 6], [4, 6], [1, 3]]",18,"[[-1, -1, -1], [-1, -1, 0], [1, 0, 0], [-1, 1, 0], [0, -1, -1], [0, 1, 0], [0, -1, 1], [0, 0, 1]]","[0, 0, 1, 0, 0, 0, 0, 0]","[2, 1, 7, 4, 4, 6, 3, 3]"
2589,30,11,0,104,504,"[[2, 0], [3, 1], [3, 2], [4, 0], [4, 0], [5, 0], [5, 1], [5, 1], [5, 1], [5, 4], [5, 4], [6, 1], [6, 2], [6, 2], [6, 4], [6, 4], [6, 5], [7, 1], [7, 3], [7, 6], [0, 3], [0, 3]]",12,"[[-1, -1, -1], [1, 1, 0], [-1, 0, 0], [-1, 1, -1], [0, -1, 0], [1, 0, 0], [0, 0, 1], [0, 1, 0]]","[0, 0, 0, 0, 0, 0, 1, 0]","[4, 4, 2, 3, 4, 5, 7, 1]"
2613,30,11,0,104,504,"[[3, 0], [3, 2], [4, 0], [5, 1], [5, 1], [5, 3], [5, 3], [5, 4], [6, 0], [6, 1], [6, 1], [6, 2], [6, 4], [7, 1], [7, 1], [7, 2], [7, 2], [7, 2], [7, 5], [7, 6], [0, 2], [0, 2]]",8,"[[-1, -1, 0], [1, 0, 0], [-1, 1, 0], [0, -1, -1], [0, -1, 0], [1, -1, -1], [0, 0, 1], [0, 1, 0]]","[0, 0, 0, 0, 0, 0, 1, 0]","[3, 4, 5, 2, 1, 4, 6, 5]"
2623,30,11,0,104,504,"[[3, 0], [3, 0], [3, 1], [4, 2], [4, 3], [5, 1], [5, 1], [5, 3], [5, 4], [6, 1], [6, 2], [6, 2], [6, 5], [7, 0], [7, 0], [7, 1], [7, 1], [7, 1], [7, 2], [7, 6], [0, 2], [0, 2]]",12,"[[-1, 0, -1], [1, 0, 0], [-1, 0, 1], [0, -1, -1], [0, -1, 0], [1, -1, 0], [0, 0, 1], [0, 1, 0]]","[0, 0, 0, 0, 0, 0, 0, 1]","[4, 5, 4, 3, 1, 3, 3, 7]"
2629,30,12,0,103,504,"[[1, 0], [3, 0], [4, 0], [4, 0], [4, 2], [5, 2], [5, 2], [5, 4], [6, 2], [6, 2], [6, 2], [6, 3], [6, 3], [6, 3], [6, 4], [7, 1], [7, 2], [7, 3], [7, 5], [7, 6], [1, 3], [1, 5]]",6,"[[-1, -1, -1], [-1, -1, 0], [1, 0, 0], [-1, 1, 0], [0, -1, -1], [1, -1, 0], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 0, 0, 0, 1]","[2, 2, 5, 4, 3, 3, 6, 5]"
2645,30,12,0,103,504,"[[1, 0], [2, 0], [3, 1], [4, 2], [5, 1], [5, 3], [5, 4], [6, 0], [6, 0], [6, 1], [6, 1], [7, 1], [7, 1], [7, 2], [7, 3], [7, 4], [7, 6], [7, 6], [5, 0], [5, 0]]",16,"[[-1, -1, -1], [1, 0, 0], [-1, 0, 0], [0, 1, 0], [-1, 1, 0], [-1, 2, -1], [0, -1, 0], [0, 0, 1]]","[0, 2, 0, 0, 0, 0, 0, 1]","[4, 9, 1, 1, 1, 3, 4, 7]"
2689,30,12,0,103,504,"[[2, 0], [2, 1], [4, 1], [4, 2], [4, 2], [4, 3], [5, 1], [5, 1], [5, 4], [5, 4], [6, 0], [6, 1], [7, 1], [7, 3], [7, 5], [7, 5], [7, 6], [7, 6], [0, 3], [0, 1], [0, 1]]",18,"[[-1, -2, 0], [1, 0, 0], [-1, 0, -1], [-1, 0, 0], [-1, 1, -1], [0, 1, 0], [0, -1, 1], [0, 0, 1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[3, 10, 2, 1, 4, 4, 2, 4]"
2697,30,14,2,103,508,"[[1, 0], [2, 1], [3, 0], [4, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 4], [6, 2], [6, 4], [6, 5], [7, 1], [7, 3], [7, 5], [7, 5], [0, 2], [0, 2], [1, 3], [1, 3]]",76,"[[-2, -1, -1], [1, 0, 0], [-2, 1, -1], [-1, -2, 0], [0, 1, 0], [0, 0, 1], [-1, 1, 0], [0, -1, 1]]","[0, 3, 0, 0, 0, 0, 0, 0]","[2, 13, 3, 2, 4, 3, 1, 2]"
2705,30,13,0,102,504,"[[2, 0], [3, 1], [3, 1], [3, 1], [4, 2], [5, 3], [5, 3], [5, 3], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [6, 5], [7, 1], [7, 1], [7, 2], [7, 3], [7, 4], [5, 0], [0, 1]]",24,"[[-1, -2, 0], [1, 0, 0], [-1, -1, 1], [0, 1, 0], [-1, 0, 1], [-1, 1, 0], [0, -1, -1], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 1, 0]","[2, 8, 1, 6, 1, 4, 5, 3]"
2733,30,12,0,103,504,"[[2, 0], [4, 2], [4, 3], [5, 1], [5, 1], [5, 1], [5, 2], [5, 4], [5, 4], [6, 0], [6, 1], [7, 1], [7, 1], [7, 3], [7, 4], [7, 5], [7, 6], [7, 6], [0, 3], [0, 1], [0, 1]]",27,"[[-1, -2, -2], [1, 0, 0], [-1, 0, -1], [-1, 0, 0], [-1, 1, 0], [0, 1, 0], [0, -1, 0], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 0, 1]","[3, 8, 1, 1, 3, 5, 2, 7]"
2741,30,13,0,102,504,"[[1, 0], [2, 0], [3, 2], [3, 2], [3, 2], [4, 2], [4, 3], [4, 3], [5, 1], [5, 3], [5, 4], [6, 2], [7, 2], [7, 4], [7, 4], [7, 6], [1, 7], [0, 3], [0, 3], [0, 6]]",54,"[[-2, -1, -2], [-2, -1, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 0, 0], [0, -1, 0], [0, -1, 1]]","[0, 0, 2, 1, 0, 0, 0, 0]","[3, 1, 9, 8, 4, 1, 1, 3]"
2763,30,13,1,103,506,"[[1, 0], [2, 1], [2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [4, 1], [4, 2], [5, 4], [5, 4], [6, 2], [6, 2], [6, 3], [6, 5], [7, 0], [7, 1], [7, 4], [0, 5], [0, 3], [0, 3]]",48,"[[-1, -2, -1], [1, 0, 0], [0, 1, 0], [-1, 0, -1], [0, 0, 1], [-1, 0, 1], [-1, 1, 0], [0, -1, 0]]","[0, 2, 0, 0, 0, 0, 0, 0]","[3, 10, 5, 3, 4, 2, 2, 1]"
2771,30,13,0,102,504,"[[1, 0], [2, 0], [4, 3], [5, 1], [5, 3], [5, 3], [5, 4], [6, 2], [6, 2], [6, 3], [6, 3], [6, 3], [7, 2], [7, 3], [7, 3], [7, 4], [7, 4], [7, 6], [0, 7], [1, 4], [1, 6]]",54,"[[-2, 0, -1], [-2, 1, -2], [-1, -1, 0], [1, 0, 0], [0, 1, 0], [0, 1, -1], [0, -1, 0], [0, 0, 1]]","[0, 0, 0, 1, 0, 0, 0, 1]","[1, 2, 2, 8, 3, 2, 5, 7]"
2797,30,12,1,104,506,"[[2, 0], [3, 1], [4, 0], [4, 3], [5, 1], [5, 1], [5, 1], [5, 2], [6, 1], [6, 1], [6, 2], [6, 2], [6, 3], [6, 3], [7, 1], [7, 1], [7, 3], [7, 4], [7, 4], [7, 5], [0, 5], [0, 5]]",30,"[[-2, -1, 0], [1, 0, 0], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [0, -1, 0], [0, 1, -1], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 0, 0]","[2, 8, 2, 3, 2, 5, 4, 4]"
2801,30,13,0,102,504,"[[2, 1], [2, 1], [2, 1], [3, 2], [3, 2], [4, 1], [4, 1], [4, 2], [5, 2], [5, 4], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [7, 0], [7, 1], [7, 4], [0, 5], [0, 3], [3, 5]]",48,"[[-1, -2, -1], [1, 0, 0], [0, 1, 0], [-1, 0, -1], [0, 0, 1], [-1, 0, 1], [0, -1, -1], [0, -1, 0]]","[0, 1, 1, 0, 0, 0, 0, 0]","[2, 8, 7, 3, 4, 3, 2, 1]"
2807,30,11,0,104,504,"[[1, 0], [2, 0], [2, 1], [3, 2], [4, 1], [4, 1], [5, 1], [5, 3], [5, 3], [5, 3], [5, 4], [5, 4], [6, 3], [6, 4], [6, 4], [6, 5], [7, 0], [7, 3], [7, 3], [7, 6], [0, 6], [0, 6]]",12,"[[-2, 0, -1], [-1, -1, -1], [-1, 0, -1], [1, 1, 0], [0, -1, 0], [1, 0, 0], [0, 0, 1], [0, 1, 0]]","[0, 0, 0, 0, 0, 0, 1, 0]","[3, 3, 1, 5, 4, 5, 7, 2]"
2817,30,12,1,104,506,"[[1, 0], [1, 0], [2, 0], [3, 1], [4, 1], [5, 0], [5, 3], [5, 3], [5, 3], [5, 3], [6, 1], [6, 3], [6, 3], [6, 3], [6, 4], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [2, 5], [2, 5]]",10,"[[-2, 0, -1], [-2, 1, -1], [-1, -1, 0], [1, 0, 0], [-1, 1, 0], [1, -1, 0], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 0, 0, 0, 1]","[2, 3, 2, 7, 1, 6, 4, 5]"
2825,30,12,1,104,506,"[[1, 0], [2, 0], [2, 0], [3, 2], [4, 0], [5, 2], [5, 3], [5, 3], [5, 3], [6, 2], [6, 3], [6, 3], [6, 3], [6, 4], [6, 4], [7, 1], [7, 3], [7, 4], [7, 5], [7, 6], [1, 5], [1, 5]]",6,"[[-2, 0, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, 0], [-1, 1, 0], [1, -1, 0], [0, 1, 0], [0, 0, 1]]","[0, 0, 0, 0, 0, 0, 0, 1]","[2, 2, 3, 6, 2, 5, 5, 5]"
2855,30,14,1,102,506,"[[1, 0], [2, 0], [3, 2], [4, 2], [4, 3], [4, 3], [4, 3], [5, 2], [5, 2], [5, 3], [5, 3], [5, 3], [5, 3], [6, 1], [6, 5], [6, 5], [7, 3], [7, 4], [7, 6], [4, 0], [1, 7]]",100,"[[-2, -1, 0], [-2, 0, 1], [-1, -1, -1], [1, 0, 0], [1, -1, 0], [0, 1, 0], [-1, 1, 1], [0, 0, 1]]","[0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 5, 7, 4, 8, 2, 2]"
2873,30,16,1,100,506,"[[2, 1], [2, 1], [2, 1], [4, 0], [4, 1], [4, 1], [5, 1], [5, 2], [6, 0], [6, 1], [6, 2], [6, 2], [6, 4], [7, 1], [7, 3], [7, 5], [3, 0], [7, 4], [2, 3]]",720,"[[-2, -1, -1], [1, 0, 0], [0, 1, 0], [-2, -1, 2], [-1, -1, -1], [0, 0, 1], [-1, 0, -1], [-1, -1, 2]]","[0, 3, 1, 0, 0, 0, 0, 0]","[1, 12, 7, 1, 3, 1, 3, 2]"
2878,30,15,3,103,510,"[[1, 0], [3, 2], [3, 2], [3, 2], [3, 2], [4, 0], [4, 1], [4, 2], [4, 2], [4, 3], [5, 1], [5, 3], [5, 3], [5, 3], [6, 2], [7, 2], [7, 3], [7, 5], [0, 6], [6, 7], [6, 7]]",504,"[[-1, -1, -1], [-1, -1, 0], [1, 0, -1], [0, 0, 1], [0, -1, -1], [-1, 0, 2], [-1, 1, -1], [-1, 1, 1]]","[0, 0, 2, 0, 0, 0, 0, 0]","[1, 1, 10, 7, 3, 3, 2, 3]"
2891,30,16,2,101,508,"[[3, 1], [3, 1], [3, 1], [4, 1], [4, 3], [5, 2], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [6, 3], [7, 3], [7, 5], [6, 7], [0, 2], [1, 2], [0, 1], [0, 1]]",928,"[[-1, -2, 0], [1, 0, 0], [-1, -2, 2], [0, 1, 0], [0, 0, 1], [-1, -1, 2], [-1, 0, -1], [-1, 0, 1]]","[0, 2, 0, 1, 0, 0, 1, 0]","[2, 11, 1, 7, 1, 1, 6, 1]"
2896,30,14,2,103,508,"[[3, 0], [3, 1], [4, 1], [4, 1], [4, 1], [4, 2], [5, 0], [5, 1], [5, 3], [5, 4], [6, 1], [6, 1], [6, 3], [6, 3], [7, 1], [7, 1], [7, 6], [7, 6], [0, 2], [2, 7], [2, 7]]",396,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [1, -1, 0], [0, -1, -1], [-1, 1, 0], [-1, 1, 1]]","[0, 2, 0, 0, 0, 0, 0, 0]","[1, 11, 2, 3, 3, 2, 4, 4]"
2900,30,14,2,103,508,"[[1, 0], [2, 0], [3, 2], [4, 0], [4, 1], [4, 2], [4, 3], [4, 3], [4, 3], [5, 1], [6, 2], [6, 2], [6, 3], [6, 3], [7, 3], [7, 5], [6, 7], [6, 7], [3, 5], [3, 5]]",228,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, 0], [0, -1, -1], [-1, 0, 2], [-1, 1, 0], [-1, 1, 2]]","[0, 0, 0, 3, 0, 0, 0, 0]","[1, 1, 3, 13, 4, 2, 4, 2]"
2928,30,13,1,103,506,"[[3, 0], [4, 1], [4, 1], [4, 1], [4, 1], [4, 3], [5, 2], [5, 3], [5, 4], [5, 4], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [7, 1], [7, 1], [7, 2], [7, 2], [7, 4], [0, 2], [6, 7]]",96,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 1, 0], [0, -1, -1], [0, -1, 1]]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 8, 2, 2, 7, 3, 3, 4]"
2939,30,20,5,100,514,"[[2, 0], [2, 1], [2, 1], [2, 1], [4, 0], [4, 2], [5, 1], [6, 1], [6, 1], [6, 1], [6, 2], [6, 4], [6, 5], [6, 5], [7, 5], [3, 0], [3, 7], [1, 3], [1, 7]]",157728,"[[-1, -1, -1], [1, -1, 0], [0, -1, -1], [-1, -1, 2], [-1, 0, -1], [-1, 2, 1], [-1, 2, 0], [-1, 1, 2]]","[0, 3, 0, 0, 0, 0, 1, 0]","[1, 13, 4, 1, 1, 2, 7, 1]"
2942,30,17,3,101,510,"[[3, 0], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [5, 4], [6, 2], [6, 4], [7, 4], [7, 5], [7, 6], [0, 2], [3, 5], [3, 5], [0, 1], [1, 2]]",3952,"[[-3, -2, -2], [1, 0, 0], [-3, 0, -2], [-2, -2, -1], [0, 1, 0], [0, 0, 1], [-2, 1, -1], [-1, 1, 0]]","[0, 3, 0, 0, 0, 1, 0, 0]","[1, 13, 1, 2, 4, 7, 1, 1]"
2955,30,13,2,104,508,"[[1, 0], [2, 0], [4, 2], [4, 3], [4, 3], [5, 1], [6, 2], [6, 3], [6, 3], [6, 4], [6, 5], [7, 0], [7, 1], [7, 3], [7, 3], [7, 4], [3, 5], [3, 5], [3, 5], [3, 5]]",42,"[[-1, -1, -1], [-1, -1, 0], [-1, 0, -1], [1, 0, 0], [0, 0, -1], [-1, 0, 2], [-1, 1, 0], [0, -1, -1]]","[0, 0, 0, 2, 0, 0, 1, 0]","[1, 1, 1, 12, 3, 4, 5, 3]"
2964,30,16,2,101,508,"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 2], [3, 2], [4, 0], [4, 1], [5, 1], [5, 2], [5, 2], [6, 1], [6, 3], [6, 4], [7, 1], [7, 5], [7, 5], [0, 3], [3, 5], [0, 7]]",3392/3,"[[-2, -3, -1], [1, 0, 0], [0, 1, 0], [-2, 0, -1], [-1, -2, -1], [0, 0, 1], [-1, -1, -1], [0, -1, 1]]","[0, 2, 1, 0, 0, 0, 0, 0]","[1, 10, 8, 3, 1, 4, 1, 2]"
2968,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 2], [5, 2], [6, 0], [6, 1], [6, 1], [6, 5], [7, 3], [7, 4], [2, 7], [0, 3], [0, 5], [1, 3]]",36972,"[[-3, -2, -1], [1, 0, 0], [0, 1, 0], [-3, -2, 2], [0, 0, 1], [-1, 0, -1], [-1, -1, -1], [-2, -1, 2]]","[0, 3, 1, 0, 0, 0, 0, 0]","[1, 13, 7, 1, 2, 3, 2, 1]"
2980,30,17,3,101,510,"[[2, 1], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 1], [5, 1], [6, 1], [7, 1], [7, 1], [7, 3], [7, 3], [7, 5], [7, 5], [3, 0], [0, 6], [5, 6], [5, 6]]",4640,"[[-1, -1, -1], [1, 0, -1], [0, -1, 0], [-1, -1, 2], [0, -1, -1], [-1, 1, 1], [-1, 1, -1], [-1, 0, 2]]","[0, 4, 0, 0, 0, 0, 0, 0]","[1, 14, 1, 3, 1, 4, 2, 4]"
2982,30,18,4,101,512,"[[3, 1], [3, 1], [3, 2], [4, 0], [4, 1], [4, 3], [6, 1], [6, 1], [6, 1], [6, 2], [6, 3], [7, 1], [7, 5], [7, 6], [7, 6], [5, 0], [0, 2], [1, 5], [1, 5]]",11988,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [0, -1, 0], [0, -1, -1], [-1, 2, -1], [-1, 0, 2], [-1, 1, 1]]","[0, 3, 0, 0, 0, 0, 1, 0]","[1, 13, 1, 3, 1, 2, 7, 2]"
2993,30,14,1,102,506,"[[3, 0], [4, 1], [4, 1], [5, 2], [6, 3], [6, 4], [6, 4], [6, 5], [7, 0], [7, 1], [7, 1], [7, 2], [8, 1], [8, 1], [8, 1], [8, 2], [8, 2], [8, 4], [8, 4], [8, 5], [1, 3], [0, 2]]",438,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [-1, 1, 0], [0, -1, -1], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 8, 3, 1, 4, 1, 2, 2, 8]"
